"run","NLToroidal","NRLoop","manip","NWSym","numPlayers","network","strat","randomSeed","NRSym","memorySize","NWDegree","networkPresent","stopTime","NWBeta","NRDensity","breakTies"
847,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271319195,"true",5,4,"false",500,0.846,0.5,"true"
862,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271319380,"true",5,4,"false",500,0.861,0.5,"true"
877,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271319559,"true",5,4,"false",500,0.876,0.5,"true"
892,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271319677,"true",5,4,"false",500,0.891,0.5,"true"
907,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271319952,"true",5,4,"false",500,0.906,0.5,"true"
922,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271320172,"true",5,4,"false",500,0.921,0.5,"true"
937,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271320432,"true",5,4,"false",500,0.936,0.5,"true"
952,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271320627,"true",5,4,"false",500,0.951,0.5,"true"
967,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271320814,"true",5,4,"false",500,0.966,0.5,"true"
982,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271321056,"true",5,4,"false",500,0.981,0.5,"true"
997,"true","false","LIM_ED","true",1,"WATTS","ALWAYS_BUY",1271321394,"true",5,4,"false",500,0.996,0.5,"true"
1012,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271321624,"true",5,4,"false",500,0.01,0.5,"true"
1027,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271321962,"true",5,4,"false",500,0.025,0.5,"true"
1042,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271322198,"true",5,4,"false",500,0.04,0.5,"true"
1057,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271322377,"true",5,4,"false",500,0.055,0.5,"true"
1072,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271322627,"true",5,4,"false",500,0.07,0.5,"true"
1087,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271322895,"true",5,4,"false",500,0.085,0.5,"true"
1102,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271323139,"true",5,4,"false",500,0.1,0.5,"true"
1117,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271323413,"true",5,4,"false",500,0.115,0.5,"true"
1132,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271323622,"true",5,4,"false",500,0.13,0.5,"true"
1147,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271323920,"true",5,4,"false",500,0.145,0.5,"true"
1162,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271324228,"true",5,4,"false",500,0.16,0.5,"true"
1177,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271324524,"true",5,4,"false",500,0.175,0.5,"true"
1192,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271324739,"true",5,4,"false",500,0.19,0.5,"true"
1207,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271325004,"true",5,4,"false",500,0.205,0.5,"true"
1222,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271325216,"true",5,4,"false",500,0.22,0.5,"true"
1237,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271325438,"true",5,4,"false",500,0.235,0.5,"true"
1252,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271325733,"true",5,4,"false",500,0.25,0.5,"true"
1267,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271326005,"true",5,4,"false",500,0.265,0.5,"true"
1282,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271326242,"true",5,4,"false",500,0.28,0.5,"true"
1297,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271326541,"true",5,4,"false",500,0.295,0.5,"true"
1312,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271326754,"true",5,4,"false",500,0.31,0.5,"true"
1327,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271327007,"true",5,4,"false",500,0.325,0.5,"true"
1342,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271327328,"true",5,4,"false",500,0.34,0.5,"true"
1357,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271327624,"true",5,4,"false",500,0.355,0.5,"true"
1372,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271327850,"true",5,4,"false",500,0.37,0.5,"true"
1387,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271328022,"true",5,4,"false",500,0.385,0.5,"true"
1402,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271328233,"true",5,4,"false",500,0.4,0.5,"true"
1417,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271328514,"true",5,4,"false",500,0.415,0.5,"true"
1432,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271328750,"true",5,4,"false",500,0.43,0.5,"true"
1447,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271328954,"true",5,4,"false",500,0.445,0.5,"true"
1462,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271329149,"true",5,4,"false",500,0.46,0.5,"true"
1477,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271329372,"true",5,4,"false",500,0.475,0.5,"true"
1492,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271329621,"true",5,4,"false",500,0.49,0.5,"true"
1507,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271329959,"true",5,4,"false",500,0.505,0.5,"true"
1522,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271330143,"true",5,4,"false",500,0.52,0.5,"true"
1537,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271330372,"true",5,4,"false",500,0.535,0.5,"true"
1552,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271330756,"true",5,4,"false",500,0.55,0.5,"true"
1567,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271330953,"true",5,4,"false",500,0.565,0.5,"true"
1582,"true","false","LIM_ED","true",1,"WATTS","COIN_FLIP",1271331216,"true",5,4,"false",500,0.58,0.5,"true"
