"run","NLToroidal","NRLoop","manip","NWSym","numPlayers","network","strat","randomSeed","NRSym","memorySize","NWDegree","networkPresent","stopTime","NWBeta","NRDensity","breakTies"
2116,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272425405,"true",5,4,"false",500,0.113,0.5,"true"
2131,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272425992,"true",5,4,"false",500,0.128,0.5,"true"
2146,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272426358,"true",5,4,"false",500,0.143,0.5,"true"
2161,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272427027,"true",5,4,"false",500,0.158,0.5,"true"
2176,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272427744,"true",5,4,"false",500,0.173,0.5,"true"
2191,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272428251,"true",5,4,"false",500,0.188,0.5,"true"
2206,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272428991,"true",5,4,"false",500,0.203,0.5,"true"
2221,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272429580,"true",5,4,"false",500,0.218,0.5,"true"
2236,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272430129,"true",5,4,"false",500,0.233,0.5,"true"
2251,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272430980,"true",5,4,"false",500,0.248,0.5,"true"
2266,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272431484,"true",5,4,"false",500,0.263,0.5,"true"
2281,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272431962,"true",5,4,"false",500,0.278,0.5,"true"
2296,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272432597,"true",5,4,"false",500,0.293,0.5,"true"
2311,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272433139,"true",5,4,"false",500,0.308,0.5,"true"
2326,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272433760,"true",5,4,"false",500,0.323,0.5,"true"
2341,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272434300,"true",5,4,"false",500,0.338,0.5,"true"
2356,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272434905,"true",5,4,"false",500,0.353,0.5,"true"
2371,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272435428,"true",5,4,"false",500,0.368,0.5,"true"
2386,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272435962,"true",5,4,"false",500,0.383,0.5,"true"
2401,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272436504,"true",5,4,"false",500,0.398,0.5,"true"
2416,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272437174,"true",5,4,"false",500,0.413,0.5,"true"
2431,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272437673,"true",5,4,"false",500,0.428,0.5,"true"
2446,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272438271,"true",5,4,"false",500,0.443,0.5,"true"
2461,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272438814,"true",5,4,"false",500,0.458,0.5,"true"
2476,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272439276,"true",5,4,"false",500,0.473,0.5,"true"
2491,"true","false","LIM_ED","true",2,"WATTS","PRICE",1272439782,"true",5,4,"false",500,0.488,0.5,"true"
